MIDA_PER_ID|CASE_OUTCOME|STATUS|CASE_APPLIC_DTE
13259928|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13260264|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13260619|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13261794|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13263412|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13263446|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13264709|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13265650|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13267110|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13267135|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13267142|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13267157|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13267211|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13267213|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13267351|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13267723|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13268669|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13269755|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13270096|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13270260|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13270455|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13272669|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13272729|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13273371|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13276318|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13277761|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13277896|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13277962|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13278159|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13279116|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13279174|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13280144|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
13280622|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13280745|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13280772|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13280774|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13280795|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13280809|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13280810|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13280858|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13280861|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13280882|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13280908|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
13281512|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13281645|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13281700|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13283437|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13284360|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13284617|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13286100|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
13286389|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
13287307|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13289108|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
13292703|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13293350|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13294682|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
13298749|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
13300150|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
13300825|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
13300835|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13303375|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13305518|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
13311998|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
13316910|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
13317314|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
13317348|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
13319174|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
13320139|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
13320934|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
13322181|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
13323120|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
13326987|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
13327007|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
13327183|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
13330762|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13338375|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
13340146|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
13346753|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
13353740|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
13354864|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
13355820|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
13367221|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
13367467|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
13372872|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
13378147|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
13378777|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
13380402|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
13380966|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
13382822|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13392013|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
13392050|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
13400337|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13406915|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
13406920|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
13412125|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13426056|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13426682|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
13428619|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
13432864|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
13446617|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
13453673|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
13462733|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
13476606|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13476947|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
13487439|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
13502996|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
13505246|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13509724|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
13544137|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
13544932|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13544954|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
13566323|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13588519|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13606400|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
13607736|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
13620293|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
13626610|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
13640633|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
13643020|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
13657815|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13662398|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13689206|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13692555|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
13704854|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
13704996|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13728968|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
13741849|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
13745113|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
13752112|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13752286|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13755955|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
13762394|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13763329|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13765804|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13766698|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13770992|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
13774007|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
13790117|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13799954|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13802075|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
13803561|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
13809237|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
13817455|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
13827256|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
13831886|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13861335|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13867058|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
13867186|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
13875612|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
13875986|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13876196|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
13876525|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
13882574|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13883134|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13887900|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
13899206|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13901275|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13911677|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
13912896|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
13914317|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13914909|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
13915173|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
13933002|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13942463|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13948369|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
13948888|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13950986|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13950993|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
13953378|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13953605|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
13957558|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
13957983|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
13960773|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
13963661|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13969976|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13969987|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13970084|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13973728|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13974399|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
13979394|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13984279|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13989521|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
13990190|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
13991615|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
13997827|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
14006299|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
14006929|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14025369|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
14031995|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
14038846|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
14047185|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14048802|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14073671|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
14105454|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14108812|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
14134416|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14140547|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
14152536|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
14174981|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14221095|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14254105|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
14286850|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14294506|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
14306685|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14335922|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
14339520|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
14437802|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14443476|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
14560337|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14618745|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14623896|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14624294|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
14629526|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14629603|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14630130|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14630263|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14630386|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14630597|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14644082|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14650209|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14705391|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14724073|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14724876|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14729098|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14731066|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14731532|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14740735|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14740901|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14740915|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14740921|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14741056|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14741299|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14741710|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14741803|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14742734|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14742744|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14742840|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14744647|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14744750|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14745017|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14745202|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14745285|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14746532|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
14746565|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
14746660|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
14746898|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14746950|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
14747170|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
14747235|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
14747448|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
14747503|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
14747521|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14747623|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14747641|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14748461|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
14750156|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14750263|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14750282|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14750574|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14750607|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14750639|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14751127|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14751241|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14751993|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14752297|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14752459|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14752469|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14752536|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14752577|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14752657|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14754157|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14754611|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
14758161|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14760147|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
14760182|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14760200|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
14760333|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14760443|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14760786|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14760917|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14761060|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
14761321|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14761979|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14762114|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14762173|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14763729|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14763884|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14765431|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
14765859|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14766133|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14766218|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14767409|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14767510|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
14767572|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14768080|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14768104|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14768115|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14768201|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14768205|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14768267|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14769783|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14770373|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14770461|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14770514|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14770573|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
14770637|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14772315|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14772455|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14772477|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14772482|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
14772687|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
14775742|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
14777793|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
14779710|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
14813140|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
14916963|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
14935722|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
15001817|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
15044150|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
15057760|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
15171774|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
15194796|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
15219046|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
15219050|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
15219073|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
15219087|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
15219160|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
15219188|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
15219559|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
15219609|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
15219866|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
15219892|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
15219920|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
15220178|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
15220257|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
15220747|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
15220884|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
15220902|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
15220908|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
15221228|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
15221308|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
15222000|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
15222059|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
15222546|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
15222633|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
15222662|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
15223094|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
15223289|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
15223336|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
15224430|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
15224583|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
15225005|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
15225053|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
15225361|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
15225365|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
15226042|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
15226150|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
15226177|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
15226265|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
15226320|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
15226335|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
