MIDA_PER_ID|CASE_OUTCOME|STATUS|CASE_APPLIC_DTE
8032031|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
8037302|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
8069318|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
8072277|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
8078279|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
8093682|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
8095977|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
8131291|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
8179131|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
8211020|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
8219924|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
8225244|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
8226883|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
8268067|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
8268695|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
8273627|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
8288851|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
8295685|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
8311189|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
8316008|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
8352196|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
8373690|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
8389890|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
8402114|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
8413338|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
8437232|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
8454844|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
8488076|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
8489278|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
8495010|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
8496268|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
8501173|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
8501341|GRANT I.L.R. (KOL TEST)||02/01/2010 00:00
8503940|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
8524957|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
8545669|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
8555220|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
8567926|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
8575338|GRANT I.L.R. (KOL TEST)||02/01/2010 00:00
8644269|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
8681182|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
8685813|GRANT I.L.R. (KOL TEST)||02/01/2010 00:00
8743088|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
8758091|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
8781561|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
8817801|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
8824240|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
8838457|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
8845363|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
8870295|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
8927029|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
8944819|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
8952194|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
8988136|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
8991061|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
9030321|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
9071760|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
9079998|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
9125668|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
9127400|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
9157319|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
9173812|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
9176716|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
9197905|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
9201472|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
9221407|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
9228123|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
9237123|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
9256147|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
9262786|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
9264404|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
9265163|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
9272885|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
9353394|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
9498319|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
9541272|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
9551711|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
9553820|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
9561813|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
9570015|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
9582760|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
9603900|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
9608386|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
9625338|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
9648416|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
9666429|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
9699209|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
9699681|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
9720469|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
9748824|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
9750203|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
9750370|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
9756411|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
9760372|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
9777432|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
9778590|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
9794341|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
9828413|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
9840536|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
9846912|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
9848245|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
9848271|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
9851571|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
9882468|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
9890138|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
9909085|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
9910459|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
9933218|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
9945631|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
9959416|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
9980978|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
9985645|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
9989235|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
9996732|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
9997388|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
10011238|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
10018826|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
10018828|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
10029633|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
10035852|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
10036252|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
10037567|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
10089662|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
10092774|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
10101601|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
10102225|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
10137229|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
10147291|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
10155675|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
10160296|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
10160697|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
10163351|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
10167190|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
10169332|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
10184288|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
10184942|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
10185008|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
10192721|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
10209574|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
10217782|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
10228910|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
10233897|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
10234013|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
10248230|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
10248720|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
10249393|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
10252560|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
10258075|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
10266114|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
10266908|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
10296648|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
10298189|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
10304287|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
10304317|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
10339920|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
10348444|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
10375577|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
10378522|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
10386687|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
10386734|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
10391948|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
10434506|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
10437745|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
10473812|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
10509804|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
10513406|GRANT I.L.R. (KOL TEST)||02/01/2010 00:00
10531125|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
10534372|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
10547764|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
10594850|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
10617824|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
10634426|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
10636156|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
10636720|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
10636754|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
10640607|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
10643415|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
10669638|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
10674421|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
10684546|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
10729524|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
10788256|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
10789517|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
10796510|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
10800351|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
10884799|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
10931776|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
10939492|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
11001551|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
11001998|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
11002360|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
11012841|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11050339|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11050603|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
11086530|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11090584|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
11131585|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
11168250|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
11175276|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
11175822|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
11206311|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
11214527|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11214982|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11215455|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11215855|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11215905|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11215905|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11215930|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11216059|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11216124|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11216206|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11217150|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
11218098|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
11218214|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
11218271|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
11218461|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
11218635|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
11221188|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11227026|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
11228515|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
11245732|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
11246040|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11246157|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
11246345|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11246659|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11246802|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11247290|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11256587|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11257260|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11257636|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11258134|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11260456|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
11262167|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
11264920|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
11266093|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11275275|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11281689|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
11283569|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
11289305|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
11297615|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
11306297|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
11308814|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11308863|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11308876|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11308925|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11308962|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11309068|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11309126|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11309374|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11309389|GRANT I.L.R. (KOL TEST)||02/01/2010 00:00
11309601|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11309643|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
11309818|GRANT I.L.R. (KOL TEST)||02/01/2010 00:00
11310373|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11310391|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
11310656|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
11310681|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11311150|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
11311336|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11312187|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
11312441|GRANT I.L.R. (KOL TEST)||02/01/2010 00:00
11313467|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11313614|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
11313708|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
11314023|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
11314052|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11314249|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11315012|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11316260|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
11317428|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11322647|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
11339506|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11343682|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
11344467|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
11369213|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
11384384|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
11415223|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
11422176|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
11425867|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
11433346|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
11477579|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
11491389|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
11508011|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
11512249|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
11537885|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
11541821|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
11542012|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
11550681|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
11551509|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
11580189|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
11588837|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
11604414|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
11620624|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
11626854|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
11627509|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
11641497|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
11663419|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
11695305|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
11698676|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
11707902|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
11708227|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
11710740|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
11710826|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
11716785|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
11718745|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
11719832|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
11727581|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
11730395|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
11744671|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
11750296|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
11765287|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
11796433|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
11796452|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
11803773|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
11812844|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
11822565|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
11843212|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
11924961|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
11940073|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
11964154|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
11974763|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
11995125|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
11995813|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
12011236|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
12011540|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
12024069|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
12046076|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
12046913|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
12047087|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
12062781|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
12069091|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
12071460|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
12073521|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
12073579|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
12121612|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
12122459|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
12128461|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
12141953|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
12176974|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
12178079|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
12205123|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
12243223|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
12256601|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
12272052|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
12286477|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
12326725|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
12339814|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
12341881|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
12357669|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
12374861|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
12405032|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
12437083|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
12464801|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
12474941|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
12480234|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
12501844|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
12503614|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
12530491|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
12573621|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
12601819|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
12613807|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
12642403|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
12654108|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
12655857|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
12657277|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
12703177|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
12720614|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
12773037|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
12773038|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
12851136|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
12875408|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
12925123|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
12971376|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
12975919|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
12994056|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
12996219|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
13002232|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
13003314|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
13015509|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
13021912|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13026480|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13035938|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13036453|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13051476|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13058588|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13070000|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13074585|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
13103664|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13107619|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13107656|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13107698|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13107788|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13107912|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13107972|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13108019|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13108066|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13108157|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13108261|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13108319|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13108845|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13108904|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13109270|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13109681|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13109929|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13110746|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13110915|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13111156|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13111280|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13111545|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13114200|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
